Packet_Count,Sub_0,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Sub_6,Sub_7,Sub_8,Sub_9,Sub_10,Sub_11,Sub_12,Sub_13,Sub_14,Sub_15,Sub_16,Sub_17,Sub_18,Sub_19,Sub_20,Sub_21,Sub_22,Sub_23,Sub_24,Sub_25,Sub_26,Sub_27,Sub_28,Sub_29,Sub_30,Sub_31,Sub_32,Sub_33,Sub_34,Sub_35,Sub_36,Sub_37,Sub_38,Sub_39,Sub_40,Sub_41,Sub_42,Sub_43,Sub_44,Sub_45,Sub_46,Sub_47,Sub_48,Sub_49,Sub_50,Sub_51,Sub_52,Sub_53,Sub_54,Sub_55,Sub_56,Sub_57,Sub_58,Sub_59,Sub_60,Sub_61,Sub_62,Sub_63
34501,95,5,0,0,0,0,13,5,3,11,13,15,7,7,4,6,2,5,11,5,2,7,2,10,6,5,6,2,6,6,8,2,0,6,9,9,6,8,10,1,7,9,7,8,8,8,8,11,5,14,8,10,9,12,10,8,11,10,12,0,0,0,0,0
34502,95,5,0,0,0,0,8,11,9,12,8,10,9,5,8,7,5,6,9,2,8,4,11,4,3,1,5,9,7,9,11,9,0,5,12,7,7,7,5,8,12,7,7,12,9,9,14,11,17,9,11,13,10,11,11,14,10,13,8,0,0,0,0,0
34503,95,5,0,0,0,0,16,25,26,21,22,17,14,15,16,14,12,10,15,16,9,11,13,9,15,8,17,13,13,13,14,14,0,17,15,16,16,18,22,17,19,23,22,21,23,25,24,29,23,24,29,25,22,22,26,26,28,26,31,0,0,0,0,0
34504,95,5,0,0,0,0,20,29,18,14,28,20,17,21,16,19,19,13,15,13,8,12,16,13,22,14,9,16,21,13,11,19,0,20,18,18,22,19,14,26,26,23,21,24,26,32,29,18,23,33,33,32,25,27,30,34,25,22,29,0,0,0,0,0
34505,95,5,0,0,0,0,10,9,11,8,8,10,7,6,7,9,9,8,5,6,8,8,5,7,6,8,7,5,5,7,6,7,0,8,7,9,9,8,9,11,7,10,8,11,11,9,9,9,14,12,13,14,11,12,11,13,11,11,14,0,0,0,0,0
34506,95,5,0,0,0,0,4,6,6,2,11,8,7,5,4,7,5,8,6,5,5,6,3,5,4,4,6,5,5,2,8,10,0,5,4,6,10,8,7,9,3,8,8,8,7,10,9,10,8,12,11,15,10,13,9,14,9,9,13,0,0,0,0,0
34507,95,5,0,0,0,0,6,8,7,4,7,6,6,7,6,6,6,6,6,4,6,5,5,2,5,5,5,4,3,4,6,5,0,5,5,7,5,8,5,7,7,6,7,10,7,9,8,9,11,7,8,12,10,14,10,13,11,10,12,0,0,0,0,0
34508,95,5,0,0,0,0,18,16,17,15,10,12,19,11,16,10,11,12,7,11,12,15,9,12,11,11,9,9,13,13,15,12,0,18,14,17,18,17,18,14,19,22,23,22,24,20,24,24,26,25,32,26,27,29,26,28,28,26,26,0,0,0,0,0
34509,95,5,0,0,0,0,7,8,10,15,11,10,4,4,10,5,6,6,8,5,7,6,6,7,10,8,3,8,6,4,8,2,0,8,11,9,8,5,8,9,12,6,8,9,8,5,9,9,13,13,10,12,13,11,13,10,15,11,14,0,0,0,0,0
34510,95,5,0,0,0,0,11,8,8,10,8,9,6,9,8,7,4,5,8,6,4,7,5,4,4,8,6,7,4,7,8,9,0,10,8,8,7,9,10,11,8,10,6,10,12,10,14,11,9,12,12,13,13,10,17,12,14,13,14,0,0,0,0,0
34511,95,5,0,0,0,0,8,8,8,7,6,5,5,7,7,6,6,3,6,5,5,4,4,3,3,4,2,4,5,6,5,7,0,6,8,7,5,7,7,8,8,8,9,12,7,12,10,10,12,11,10,10,11,13,16,12,12,13,10,0,0,0,0,0
34512,95,5,0,0,0,0,19,20,16,20,13,19,14,22,16,18,13,19,14,13,18,17,11,13,13,11,11,13,9,17,13,12,0,16,18,21,23,17,18,18,23,24,21,28,26,23,25,29,27,29,24,30,29,27,31,32,33,34,30,0,0,0,0,0
34513,95,5,0,0,0,0,15,18,20,20,15,16,17,14,9,13,16,17,16,10,13,11,10,10,11,14,13,11,11,16,14,13,0,16,19,17,19,23,23,27,22,23,21,26,27,25,25,25,29,30,31,30,30,32,30,31,34,33,34,0,0,0,0,0
34514,95,5,0,0,0,0,12,5,10,4,7,9,9,7,8,6,8,7,7,6,6,5,6,5,2,4,4,3,6,6,10,5,0,3,9,8,8,8,11,10,7,5,10,7,10,9,6,9,15,12,13,11,9,8,8,10,9,16,13,0,0,0,0,0
34515,95,5,0,0,0,0,8,8,9,12,6,8,12,9,6,5,8,5,8,5,8,5,5,7,11,6,5,6,2,5,2,5,0,7,6,10,7,8,9,11,9,5,8,9,6,8,6,11,12,9,8,13,10,14,8,14,13,11,15,0,0,0,0,0
34516,95,5,0,0,0,0,25,37,31,31,29,25,26,22,24,22,21,25,29,19,18,18,20,18,20,18,17,27,16,28,15,29,0,41,31,27,37,33,27,33,29,37,34,33,33,32,30,47,37,38,40,47,38,50,42,44,52,44,49,0,0,0,0,0
34517,95,5,0,0,0,0,8,13,6,11,12,12,13,7,6,8,8,7,5,8,7,4,6,5,10,3,5,5,5,7,4,12,0,10,7,9,7,8,12,10,9,9,11,12,10,10,10,12,9,16,13,13,12,11,12,11,14,16,15,0,0,0,0,0
34518,95,5,0,0,0,0,6,11,11,10,9,8,10,8,11,8,8,7,10,7,5,6,8,5,7,5,7,5,7,7,9,8,0,7,8,8,8,9,9,7,11,8,12,11,11,10,11,12,13,12,15,13,13,10,10,14,15,13,13,0,0,0,0,0
34519,95,5,0,0,0,0,9,8,11,7,5,14,9,10,6,11,9,9,14,9,10,12,6,8,3,9,9,1,5,4,11,3,0,5,7,9,7,9,7,8,10,11,5,9,11,9,12,12,5,10,14,13,12,11,9,11,15,14,16,0,0,0,0,0
34520,95,5,0,0,0,0,20,24,18,25,15,16,14,14,14,16,13,15,12,15,10,11,12,13,11,7,10,12,14,16,13,20,0,16,14,17,18,18,14,22,24,17,21,19,20,19,21,24,29,26,23,30,25,29,30,28,23,24,27,0,0,0,0,0
34521,95,5,0,0,0,0,13,13,19,14,9,16,6,6,14,7,7,8,3,8,8,7,5,2,11,11,5,9,8,4,11,8,0,11,6,8,8,6,7,7,9,7,11,12,12,8,7,12,12,12,11,10,17,10,11,10,17,13,11,0,0,0,0,0
34522,95,5,0,0,0,0,8,14,14,10,9,9,7,8,11,5,9,10,7,7,8,7,4,12,5,5,5,5,8,2,5,13,0,12,9,7,8,8,8,12,8,13,11,14,14,14,10,13,16,6,14,9,13,15,11,12,11,11,16,0,0,0,0,0
34523,95,5,0,0,0,0,9,8,10,6,9,5,7,6,10,9,7,8,2,3,5,7,8,5,5,6,4,4,5,3,7,6,0,5,10,7,6,8,3,10,10,5,8,10,9,6,5,8,9,12,11,11,9,12,10,11,11,13,10,0,0,0,0,0
34524,95,5,0,0,0,0,9,9,11,11,11,10,9,8,9,8,10,8,9,6,9,8,7,11,4,6,7,7,8,6,8,8,0,7,3,6,9,11,8,13,10,7,10,11,9,12,12,10,13,11,12,10,14,13,11,15,11,13,11,0,0,0,0,0
34525,95,5,0,0,0,0,11,9,10,8,8,6,8,8,7,5,6,8,8,5,6,6,5,5,5,6,8,5,5,4,5,6,0,7,5,6,7,8,8,9,9,6,10,9,10,8,11,11,9,8,12,8,10,9,9,11,14,12,13,0,0,0,0,0
34526,95,5,0,0,0,0,7,9,7,9,9,5,6,6,7,9,9,5,7,4,5,5,6,6,4,6,7,5,5,4,7,4,0,7,5,6,5,7,6,7,6,6,9,8,7,10,7,10,10,10,10,10,9,10,11,9,11,10,12,0,0,0,0,0
34527,95,5,0,0,0,0,14,13,11,12,9,10,12,10,9,11,9,9,8,6,8,8,6,8,8,8,8,7,10,7,5,7,0,7,9,7,8,8,10,9,7,13,11,9,10,11,12,13,11,13,10,13,13,11,13,12,16,12,16,0,0,0,0,0
34528,95,5,0,0,0,0,13,12,16,12,12,9,7,8,11,6,10,12,10,8,9,8,10,8,7,4,7,8,9,8,6,7,0,10,7,7,9,9,10,9,10,11,7,11,10,9,13,13,12,12,13,15,13,13,11,13,14,14,17,0,0,0,0,0
34529,95,5,0,0,0,0,23,22,19,21,21,24,18,16,20,15,19,20,13,17,16,15,15,14,13,10,12,15,10,13,13,16,0,18,16,19,18,16,20,21,20,18,16,23,19,21,24,26,26,22,25,24,28,31,26,28,31,25,29,0,0,0,0,0
34530,95,5,0,0,0,0,10,12,9,15,13,12,10,11,6,8,8,10,6,8,7,6,4,10,4,5,5,9,5,8,5,5,0,7,8,7,7,6,7,9,14,11,7,9,11,10,10,8,8,12,10,11,9,11,9,9,17,12,13,0,0,0,0,0
34531,95,5,0,0,0,0,25,23,25,21,21,14,17,17,22,15,17,18,19,13,10,16,16,16,17,7,17,14,11,11,8,14,0,14,17,14,18,14,15,21,15,17,14,21,17,19,21,16,25,26,22,23,27,24,26,26,25,25,26,0,0,0,0,0
34532,95,5,0,0,0,0,15,7,8,12,11,9,13,7,9,8,9,7,6,4,9,11,5,7,13,6,5,6,7,8,8,12,0,8,9,5,7,6,6,12,5,5,7,8,9,9,8,9,12,14,11,12,10,11,8,9,9,13,14,0,0,0,0,0
34533,95,5,0,0,0,0,12,13,12,9,10,11,10,15,12,12,8,11,6,9,7,7,10,9,7,7,6,7,4,7,7,7,0,6,7,7,8,8,9,10,8,9,11,9,11,10,13,7,12,12,13,13,12,13,11,12,10,13,11,0,0,0,0,0
34534,95,5,0,0,0,0,10,12,13,11,12,9,9,9,8,9,10,9,8,10,8,8,7,7,6,8,5,8,6,8,9,6,0,7,7,9,7,8,8,9,7,6,8,10,8,11,12,9,12,13,12,11,11,12,12,12,10,13,12,0,0,0,0,0
34535,95,5,0,0,0,0,8,13,10,12,12,8,9,10,8,8,8,10,7,6,7,6,5,6,4,8,6,6,6,8,4,5,0,6,7,8,8,6,7,9,7,8,9,10,8,7,9,7,8,12,9,10,10,10,10,10,10,10,11,0,0,0,0,0
34536,95,5,0,0,0,0,9,10,15,6,12,10,7,12,8,8,9,6,9,7,7,7,5,3,3,7,8,8,6,5,7,11,0,9,9,8,6,8,12,8,7,12,10,7,7,9,10,10,16,13,13,10,7,14,8,12,10,14,13,0,0,0,0,0
34537,95,5,0,0,0,0,16,11,18,6,17,20,12,11,9,12,14,11,5,11,12,7,9,10,14,10,7,5,7,10,6,14,0,9,9,11,9,10,7,10,11,7,10,11,14,13,9,8,15,10,13,11,16,12,10,16,14,12,10,0,0,0,0,0
34538,95,5,0,0,0,0,9,10,10,9,6,15,11,8,16,10,15,8,9,8,5,7,6,6,9,7,6,7,6,5,5,7,0,7,8,7,6,7,10,12,12,10,12,11,11,9,6,5,9,15,14,14,14,12,13,10,15,12,8,0,0,0,0,0
34539,95,5,0,0,0,0,14,15,9,16,12,11,10,9,11,12,8,9,8,5,7,7,7,8,9,5,8,3,5,6,9,8,0,6,7,10,5,5,5,11,10,8,9,10,4,7,9,11,9,8,15,9,14,11,13,7,13,17,10,0,0,0,0,0
34540,95,5,0,0,0,0,17,10,5,17,9,15,8,14,15,11,14,11,6,7,8,8,9,14,9,1,3,9,7,6,10,13,0,7,4,9,8,7,10,10,14,11,9,8,10,8,12,16,16,12,15,9,14,11,14,16,11,18,16,0,0,0,0,0
34541,95,5,0,0,0,0,16,17,15,14,13,14,11,12,10,12,10,10,10,5,9,13,8,8,11,8,6,8,7,6,8,7,0,6,8,7,6,9,9,10,9,9,11,10,8,9,9,13,12,10,10,10,12,10,12,16,12,10,12,0,0,0,0,0
34542,95,5,0,0,0,0,13,15,12,14,12,11,14,11,12,11,9,9,7,8,11,7,5,5,9,6,5,5,7,5,5,8,0,5,7,7,6,7,7,8,8,8,10,10,10,9,10,11,12,9,12,14,12,14,9,12,12,13,10,0,0,0,0,0
34543,95,5,0,0,0,0,18,10,13,15,16,14,12,15,11,9,9,11,11,8,10,6,6,8,7,8,8,6,7,6,6,7,0,7,7,6,7,8,10,9,8,8,7,12,7,9,11,12,12,12,12,12,11,10,12,12,13,13,10,0,0,0,0,0
34544,95,5,0,0,0,0,14,14,15,13,14,12,14,14,10,12,10,9,9,8,11,9,8,8,7,10,8,5,7,7,7,7,0,7,6,7,8,8,7,10,7,7,7,9,8,7,9,11,9,10,9,12,13,10,12,11,11,11,12,0,0,0,0,0
34545,95,5,0,0,0,0,15,14,12,17,13,14,13,10,12,8,11,11,10,9,7,8,12,12,10,6,5,6,6,8,5,8,0,8,7,6,8,8,9,6,8,8,13,9,8,9,10,11,8,11,13,10,9,11,13,13,13,12,12,0,0,0,0,0
34546,95,5,0,0,0,0,24,28,23,17,19,18,22,17,20,16,18,19,12,14,17,11,14,5,11,10,17,7,8,8,14,12,0,18,14,14,13,13,14,12,14,16,11,10,12,15,16,14,18,21,13,18,20,16,13,23,23,10,27,0,0,0,0,0
34547,95,5,0,0,0,0,13,13,15,21,13,10,14,13,15,10,11,12,16,9,8,11,8,9,8,3,10,7,6,9,7,9,0,8,8,5,8,9,4,12,14,9,8,10,13,12,14,14,10,7,9,12,12,12,9,8,11,14,6,0,0,0,0,0
34548,95,5,0,0,0,0,11,11,9,14,10,7,10,12,10,8,9,7,14,7,8,9,5,6,1,5,10,6,6,6,6,8,0,12,5,7,4,10,4,9,2,4,7,5,8,8,8,4,15,10,9,10,7,9,8,10,11,11,9,0,0,0,0,0
34549,95,5,0,0,0,0,13,12,15,14,13,14,10,10,14,8,12,16,9,10,10,11,11,5,9,6,2,8,6,5,4,4,0,12,7,9,4,8,9,13,7,12,13,13,8,11,8,9,11,10,6,15,15,11,10,17,12,14,13,0,0,0,0,0
34550,95,5,0,0,0,0,13,12,7,19,10,12,10,8,13,9,11,10,9,10,10,9,11,10,7,9,2,8,5,6,5,5,0,4,2,7,8,5,8,9,5,8,3,8,8,9,6,11,7,9,10,12,13,11,11,8,7,14,12,0,0,0,0,0
34551,95,5,0,0,0,0,11,12,13,14,12,12,13,11,10,8,13,9,10,9,7,8,5,7,8,7,5,6,5,5,5,5,0,6,6,8,6,7,8,9,7,8,7,8,9,11,9,10,10,11,11,12,11,9,11,9,10,9,11,0,0,0,0,0
34552,95,5,0,0,0,0,13,13,12,9,11,10,11,12,12,7,11,10,8,7,7,8,8,6,4,6,5,6,6,5,6,6,0,7,8,8,6,7,8,7,10,9,10,9,7,8,7,9,11,10,9,10,12,11,10,9,12,13,9,0,0,0,0,0
34553,95,5,0,0,0,0,14,12,15,13,12,11,11,12,11,9,7,9,11,9,7,10,8,5,7,7,5,7,5,6,7,5,0,7,7,8,5,8,6,8,7,8,5,12,9,10,14,7,10,11,10,9,11,15,10,10,13,11,11,0,0,0,0,0
34554,95,5,0,0,0,0,10,10,11,12,11,11,11,9,9,9,7,10,9,10,8,8,7,6,5,6,7,7,9,5,7,5,0,6,8,6,6,7,8,8,7,9,8,10,10,9,8,9,11,10,10,12,8,11,8,9,12,11,12,0,0,0,0,0
34555,95,5,0,0,0,0,14,17,12,10,10,9,13,9,9,8,10,9,10,8,5,4,7,7,9,5,4,8,7,5,5,6,0,9,8,6,7,6,8,9,8,5,9,8,9,10,11,9,12,11,10,12,14,10,11,10,10,14,13,0,0,0,0,0
34556,95,5,0,0,0,0,12,10,12,13,8,10,10,9,8,9,9,7,9,8,8,7,5,5,6,5,5,6,7,5,5,5,0,5,5,8,5,5,5,7,8,7,12,8,8,10,10,8,9,8,11,12,9,11,12,15,11,12,11,0,0,0,0,0
34557,95,5,0,0,0,0,9,12,9,5,16,8,9,7,8,6,10,8,2,8,7,3,5,6,5,9,6,6,6,7,2,4,0,10,4,5,5,7,6,6,3,5,6,8,8,7,8,7,10,11,12,7,10,9,12,8,13,9,10,0,0,0,0,0
34558,95,5,0,0,0,0,11,12,17,10,8,16,11,9,11,9,10,10,4,8,6,11,10,8,6,5,5,7,4,5,5,4,0,5,6,5,8,9,9,6,12,5,9,8,7,9,10,5,10,9,8,11,9,11,12,10,12,11,15,0,0,0,0,0
34559,95,5,0,0,0,0,38,33,39,37,34,36,30,28,35,36,38,54,25,28,14,26,21,20,19,23,21,17,15,15,19,21,0,20,27,26,32,22,22,25,28,30,22,33,32,30,33,33,32,40,37,41,41,42,40,34,47,36,43,0,0,0,0,0
34560,95,5,0,0,0,0,12,9,9,12,8,14,8,8,11,7,7,4,8,5,9,3,9,3,2,3,10,4,6,6,5,7,0,7,9,6,6,4,7,3,3,10,14,12,9,10,7,12,9,11,12,12,8,12,10,9,8,11,13,0,0,0,0,0
34561,95,5,0,0,0,0,9,13,16,5,12,14,8,12,10,9,8,8,9,7,10,6,5,5,10,6,3,6,4,5,5,4,0,8,5,4,6,5,6,13,9,8,7,9,10,11,13,12,6,12,11,10,9,11,9,13,15,11,10,0,0,0,0,0
34562,95,5,0,0,0,0,11,11,9,10,7,8,8,9,9,7,6,6,6,8,7,7,5,5,6,3,5,6,4,3,2,6,0,5,9,7,7,8,8,6,7,6,8,7,8,7,9,9,7,9,10,7,11,10,9,12,9,9,10,0,0,0,0,0
34563,95,5,0,0,0,0,14,10,13,10,8,11,12,10,9,9,9,7,8,9,6,8,7,4,7,5,4,6,5,7,8,5,0,5,6,7,7,8,9,7,7,8,8,9,8,8,13,11,9,8,14,10,12,12,12,11,15,13,11,0,0,0,0,0
34564,95,5,0,0,0,0,13,14,5,12,15,14,7,11,9,8,7,7,8,5,6,7,7,6,8,9,9,6,5,5,4,8,0,10,8,5,4,7,6,5,3,6,5,10,8,7,11,7,11,7,9,7,10,13,9,11,11,10,15,0,0,0,0,0
34565,95,5,0,0,0,0,13,11,13,10,14,12,11,10,8,9,9,11,9,7,4,6,10,7,7,5,6,6,8,7,5,8,0,8,7,7,9,8,6,8,6,9,9,10,9,12,11,11,8,10,11,11,10,12,9,14,12,14,11,0,0,0,0,0
34566,95,5,0,0,0,0,14,15,13,14,13,13,14,13,14,12,12,12,10,12,10,8,8,7,7,7,7,8,7,8,5,10,0,7,8,11,10,9,12,11,9,12,9,12,13,15,15,13,15,15,18,16,17,22,20,21,17,13,23,0,0,0,0,0
34567,95,5,0,0,0,0,10,9,11,14,10,13,11,12,10,8,10,10,1,8,8,6,6,7,10,5,9,5,5,4,4,11,0,7,6,8,8,7,8,6,8,10,12,9,8,12,12,8,9,11,11,12,12,13,14,10,7,11,10,0,0,0,0,0
34568,95,5,0,0,0,0,9,11,13,6,12,8,9,7,8,7,10,7,9,6,5,5,9,8,3,5,5,6,7,3,2,9,0,11,5,7,3,9,8,9,5,7,7,9,8,9,10,9,11,9,8,10,11,9,10,13,10,15,7,0,0,0,0,0
34569,95,5,0,0,0,0,24,18,23,18,19,24,16,19,15,16,13,18,10,19,10,12,14,16,9,8,14,10,12,8,9,7,0,16,10,16,14,11,15,12,18,19,16,17,20,19,20,17,23,26,22,20,22,23,17,21,13,26,29,0,0,0,0,0
34570,95,5,0,0,0,0,6,11,16,15,15,11,10,3,14,6,7,12,5,5,5,5,8,6,8,8,7,7,4,7,1,6,0,7,8,6,8,7,4,5,7,8,9,9,6,10,5,14,9,8,12,10,9,7,8,9,8,12,10,0,0,0,0,0
34571,95,5,0,0,0,0,14,11,13,10,5,14,14,12,12,7,8,9,8,10,8,8,4,5,4,4,2,7,5,8,7,9,0,8,13,6,7,10,10,5,2,7,7,8,12,10,8,12,8,8,9,7,10,13,11,14,13,12,17,0,0,0,0,0
34572,95,5,0,0,0,0,10,10,13,11,11,8,10,7,7,8,8,7,8,8,8,6,6,5,5,6,6,5,6,5,6,6,0,7,7,7,7,7,8,8,9,9,12,9,9,10,8,12,11,10,11,10,11,12,13,12,12,12,14,0,0,0,0,0
34573,95,5,0,0,0,0,12,13,10,9,10,9,8,10,9,8,9,9,7,7,5,7,8,6,6,5,5,7,3,4,5,5,0,5,7,5,7,5,9,8,8,7,8,8,9,10,10,8,9,10,11,8,12,9,10,11,13,8,9,0,0,0,0,0
34574,95,5,0,0,0,0,9,9,8,12,5,10,8,8,11,7,8,6,9,7,8,8,6,3,8,3,6,5,5,5,2,11,0,2,6,8,5,7,3,8,10,8,7,11,7,7,12,11,13,12,13,11,10,11,9,12,13,9,10,0,0,0,0,0
34575,95,5,0,0,0,0,23,24,25,23,21,18,20,18,22,21,20,17,16,16,13,14,13,12,12,9,12,12,10,12,13,13,0,14,17,15,13,14,17,17,15,18,19,21,20,20,21,22,25,25,24,27,23,27,29,27,26,24,26,0,0,0,0,0
34576,95,5,0,0,0,0,10,11,12,15,9,7,10,11,8,9,11,7,6,7,9,7,7,7,6,7,7,7,5,5,4,8,0,7,5,9,7,7,8,6,10,7,8,10,8,10,10,9,9,10,12,11,10,11,10,11,12,11,11,0,0,0,0,0
34577,95,5,0,0,0,0,11,15,9,10,12,12,8,7,5,9,8,5,7,8,6,7,5,3,5,5,5,6,4,5,7,3,0,5,7,7,5,6,5,6,5,5,10,6,9,8,7,10,10,10,8,10,8,10,10,11,11,11,10,0,0,0,0,0
34578,95,5,0,0,0,0,11,11,10,10,7,7,7,9,5,10,6,7,7,8,5,4,4,4,3,5,4,7,2,5,6,7,0,7,6,7,3,5,6,7,6,6,12,7,10,7,10,10,8,8,11,12,9,10,9,11,9,12,11,0,0,0,0,0
34579,95,5,0,0,0,0,12,14,10,13,11,13,9,11,10,10,11,7,10,7,6,8,7,8,8,6,6,9,5,8,6,5,0,5,7,6,5,6,8,8,9,10,9,9,7,8,8,9,10,11,10,12,10,10,15,10,15,12,11,0,0,0,0,0
34580,95,5,0,0,0,0,9,11,15,8,6,10,9,7,10,5,6,8,6,4,6,6,6,7,5,3,5,4,5,3,4,5,0,6,5,6,4,7,6,7,5,8,10,8,9,9,8,8,9,10,11,9,9,11,7,11,10,12,10,0,0,0,0,0
34581,95,5,0,0,0,0,20,24,27,24,21,17,20,22,21,17,20,21,16,18,14,15,14,12,14,15,14,13,13,12,14,15,0,15,14,16,18,17,17,18,17,17,21,22,19,18,19,19,23,20,24,28,25,26,26,23,26,30,27,0,0,0,0,0
34582,95,5,0,0,0,0,10,7,9,4,16,11,11,7,9,8,7,7,9,7,5,7,6,5,5,4,5,3,2,2,4,7,0,5,6,3,5,6,6,5,4,12,10,9,8,8,10,12,8,7,9,9,10,11,11,12,11,9,13,0,0,0,0,0
34583,95,5,0,0,0,0,11,8,10,11,11,8,11,10,9,7,8,8,6,8,9,8,10,3,1,5,4,6,3,5,8,7,0,8,10,3,6,7,7,8,8,10,10,11,7,13,7,12,9,9,13,12,12,11,8,13,14,15,10,0,0,0,0,0
34584,95,5,0,0,0,0,10,9,12,10,8,8,10,10,8,8,7,7,7,6,4,7,4,5,3,5,5,7,4,5,5,5,0,4,7,5,5,5,6,6,8,8,7,7,7,9,9,11,10,8,8,12,10,9,9,11,12,10,12,0,0,0,0,0
34585,95,5,0,0,0,0,9,10,10,10,11,8,6,9,8,7,7,6,7,6,4,4,5,7,4,5,5,6,3,4,3,6,0,7,4,7,6,8,6,5,6,5,5,9,8,12,10,9,11,10,12,12,8,11,9,11,9,12,12,0,0,0,0,0
34586,95,5,0,0,0,0,11,12,9,11,10,15,9,12,10,7,7,8,10,9,9,5,9,7,6,7,8,7,4,8,6,5,0,6,7,8,10,10,11,10,9,9,8,8,9,11,7,9,10,12,13,11,13,14,13,11,11,12,14,0,0,0,0,0
34587,95,5,0,0,0,0,12,10,11,10,12,9,12,10,6,10,9,7,8,5,7,7,5,4,5,5,4,4,5,5,6,5,0,6,6,5,7,5,7,8,7,6,9,10,9,11,9,7,9,12,11,11,9,11,11,10,12,11,13,0,0,0,0,0
34588,95,5,0,0,0,0,11,12,12,11,10,12,11,11,10,11,11,10,11,8,8,7,7,8,6,5,5,7,6,5,6,5,0,7,5,8,9,6,9,11,8,7,12,12,10,9,9,11,11,11,11,10,10,14,14,12,15,13,10,0,0,0,0,0
34589,95,5,0,0,0,0,13,10,10,12,11,8,9,9,11,11,5,10,9,9,7,9,8,8,7,5,5,4,5,7,5,6,0,7,5,8,7,8,10,5,10,8,12,10,10,8,10,10,13,9,13,9,13,11,12,11,13,12,13,0,0,0,0,0
34590,95,5,0,0,0,0,11,12,11,9,10,11,8,9,10,9,7,8,6,6,7,5,4,6,7,9,7,8,6,7,7,6,0,8,7,7,7,7,7,10,8,9,8,9,10,9,9,11,11,11,9,11,12,12,11,13,13,13,10,0,0,0,0,0
34591,95,5,0,0,0,0,9,11,11,10,9,12,8,9,7,7,8,7,6,6,5,7,7,6,5,5,4,6,4,6,4,6,0,3,6,6,9,8,7,7,8,9,8,7,8,9,9,8,10,9,11,11,10,11,11,11,11,13,12,0,0,0,0,0
34592,95,5,0,0,0,0,11,8,10,13,9,9,7,10,8,7,6,7,8,6,5,7,6,6,5,2,4,5,3,5,5,5,0,7,8,6,7,9,9,8,6,6,7,8,9,8,10,10,9,9,11,12,9,8,11,13,15,13,12,0,0,0,0,0
34593,95,5,0,0,0,0,12,11,11,10,10,8,9,7,9,7,6,6,7,6,7,5,5,3,6,7,3,6,4,6,6,8,0,7,5,7,8,7,9,9,8,5,10,8,7,8,10,9,10,10,12,8,11,11,11,11,12,14,13,0,0,0,0,0
34594,95,5,0,0,0,0,12,10,8,9,11,9,10,8,8,7,8,7,7,8,6,6,7,7,6,5,5,5,6,4,5,7,0,6,7,6,6,7,9,9,9,9,10,11,7,9,11,11,13,9,9,11,13,11,10,11,13,13,13,0,0,0,0,0
34595,95,5,0,0,0,0,11,11,11,11,10,10,7,9,7,9,6,7,8,8,8,6,6,8,6,7,7,6,5,9,7,5,0,5,8,6,8,8,8,10,8,8,7,11,10,10,9,10,10,12,12,12,11,14,14,14,14,13,15,0,0,0,0,0
34596,95,5,0,0,0,0,9,12,8,9,6,10,8,8,6,7,5,6,5,4,5,6,7,5,5,4,4,4,5,6,5,7,0,6,7,7,4,6,7,7,5,8,6,7,7,11,11,8,6,7,11,10,9,11,9,9,11,10,10,0,0,0,0,0
34597,95,5,0,0,0,0,10,11,8,12,10,10,9,7,9,6,8,8,6,6,5,8,8,5,4,6,4,7,4,6,6,7,0,8,6,7,8,4,6,9,8,9,8,10,10,9,9,11,9,9,11,11,9,14,10,12,14,12,14,0,0,0,0,0
34598,95,5,0,0,0,0,7,8,8,9,11,9,9,7,8,6,6,4,8,7,8,5,4,6,7,4,7,6,4,4,4,5,0,7,5,5,5,6,7,7,7,10,9,6,7,8,7,7,9,11,10,10,10,10,10,11,15,12,11,0,0,0,0,0
34599,95,5,0,0,0,0,8,7,8,9,8,9,7,9,8,8,5,5,7,8,6,5,5,3,6,4,5,5,3,5,3,6,0,7,8,4,6,7,6,7,6,8,9,7,8,9,8,9,9,7,10,12,9,13,11,10,9,10,13,0,0,0,0,0
34600,95,5,0,0,0,0,10,10,9,8,8,10,6,7,7,5,7,7,6,6,5,4,4,6,6,4,5,6,4,6,4,5,0,4,6,6,5,6,5,8,8,6,8,8,6,7,8,8,9,8,8,10,8,9,9,11,10,8,10,0,0,0,0,0
34601,95,5,0,0,0,0,8,7,12,11,11,8,9,11,9,8,11,8,9,7,5,6,9,8,5,8,5,5,9,4,9,5,0,7,8,9,8,10,10,9,10,10,11,11,9,10,12,9,12,12,9,13,12,12,12,12,14,13,15,0,0,0,0,0
34602,95,5,0,0,0,0,8,12,11,12,6,7,7,7,10,7,8,7,8,8,7,7,5,8,6,5,7,4,7,8,7,7,0,7,6,5,8,7,7,7,7,7,8,10,10,10,9,9,9,10,9,10,12,12,10,10,10,11,13,0,0,0,0,0
34603,95,5,0,0,0,0,8,9,9,9,8,5,6,6,6,5,6,4,6,4,5,5,4,4,4,4,5,5,5,2,2,5,0,2,5,4,5,7,5,8,5,8,3,6,7,7,7,8,7,8,9,10,8,8,10,10,9,10,10,0,0,0,0,0
