Packet_Count,Sub_0,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Sub_6,Sub_7,Sub_8,Sub_9,Sub_10,Sub_11,Sub_12,Sub_13,Sub_14,Sub_15,Sub_16,Sub_17,Sub_18,Sub_19,Sub_20,Sub_21,Sub_22,Sub_23,Sub_24,Sub_25,Sub_26,Sub_27,Sub_28,Sub_29,Sub_30,Sub_31,Sub_32,Sub_33,Sub_34,Sub_35,Sub_36,Sub_37,Sub_38,Sub_39,Sub_40,Sub_41,Sub_42,Sub_43,Sub_44,Sub_45,Sub_46,Sub_47,Sub_48,Sub_49,Sub_50,Sub_51,Sub_52,Sub_53,Sub_54,Sub_55,Sub_56,Sub_57,Sub_58,Sub_59,Sub_60,Sub_61,Sub_62,Sub_63
118462,95,5,0,0,0,0,10,10,9,10,10,11,9,10,10,9,8,9,8,7,9,9,7,7,7,8,6,7,7,7,7,7,0,8,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,8,7,7,7,8,6,8,8,8,0,0,0,0,0
118463,95,5,0,0,0,0,26,25,24,26,23,23,24,22,22,20,21,21,22,20,18,22,20,15,19,17,17,16,15,17,16,18,0,17,18,18,18,18,17,19,18,18,20,19,18,19,20,19,20,21,19,20,19,20,20,21,21,21,20,0,0,0,0,0
118464,95,5,0,0,0,0,11,11,11,12,10,9,8,8,10,7,9,7,9,7,7,8,8,6,6,8,8,8,6,6,7,7,0,7,6,8,7,7,7,7,8,7,7,7,6,8,8,7,8,9,9,8,8,8,8,9,9,7,8,0,0,0,0,0
118465,95,5,0,0,0,0,13,13,13,13,13,13,12,10,12,12,12,10,11,10,10,11,13,9,10,8,9,10,9,10,10,11,0,11,10,10,11,11,11,11,10,10,11,12,11,11,11,12,13,13,11,12,11,11,11,12,12,13,13,0,0,0,0,0
118466,95,5,0,0,0,0,13,12,11,11,11,11,11,11,12,10,11,9,9,9,9,8,9,9,8,9,9,9,8,10,10,10,0,10,10,8,10,9,11,9,10,10,10,10,9,9,11,11,11,11,12,11,13,11,10,12,10,13,11,0,0,0,0,0
118467,95,5,0,0,0,0,14,15,14,14,12,13,12,11,13,10,13,10,10,10,9,9,11,12,10,10,10,7,10,12,10,11,0,10,10,12,11,11,12,10,12,12,12,12,12,13,14,13,12,11,14,14,14,15,12,13,12,12,14,0,0,0,0,0
118468,95,5,0,0,0,0,4,6,5,5,6,9,8,2,6,4,19,6,8,5,4,7,4,5,2,6,4,3,5,4,4,5,0,6,5,5,5,6,4,5,7,5,5,8,10,6,6,5,11,8,5,8,4,8,5,7,7,7,8,0,0,0,0,0
118469,95,5,0,0,0,0,13,14,14,15,12,12,15,11,13,10,10,10,10,9,10,10,10,10,8,10,9,9,9,10,9,11,0,12,10,10,11,12,12,10,12,11,11,12,13,11,13,12,13,12,14,14,13,13,14,10,16,12,17,0,0,0,0,0
118470,95,5,0,0,0,0,14,12,12,13,12,11,10,13,11,9,12,11,10,8,9,10,8,8,8,10,10,8,8,9,6,7,0,9,8,7,9,9,8,9,9,11,12,12,11,11,12,11,12,12,11,13,12,12,12,13,12,14,12,0,0,0,0,0
118471,95,5,0,0,0,0,11,10,12,12,10,10,8,10,7,9,9,9,9,6,6,8,7,7,8,6,7,6,7,7,7,7,0,7,8,8,9,8,8,8,9,9,10,10,9,9,10,10,10,10,10,10,10,10,10,10,11,10,10,0,0,0,0,0
118472,95,5,0,0,0,0,13,11,13,11,11,11,10,9,11,8,9,8,8,10,6,8,7,10,5,6,7,8,7,8,7,8,0,8,8,7,8,9,9,8,10,8,10,10,9,10,9,10,11,12,10,11,10,13,12,9,12,12,11,0,0,0,0,0
